aReplica,Periodo,SumaW0,SumaW1,SumaW2,SumaW3,SumaW4,SumaW5,SumaW6,SumaW7,SumaW8,SumaW9,TotalDur,BI_W0,BI_W1,BI_W2,BI_W3,BI_W4,BI_W5,BI_W6,BI_W7,BI_W8,BI_W9,BI_Sistema,EstacionCuelloBotella,Producto1,Producto2,Producto3,TotalProductos
2,49,1.041267,1.384758,0.532451,0.525839,0.53016,8.082596,0.049427,0.733551,0.133872,0.653085,13.667006,0.076188377,0.10132124,0.038958862,0.038475069,0.038791232,0.59139478,0.00361652,0.053673131,0.009795269,0.047785521,0.59139478,W5,30,6,6,42
2,50,0.510639,1.013392,0.31695,0.312007,0.329289,1.35266,0.024979,0.31175,0.096778,0.519726,4.78817,0.106645963,0.21164495,0.066194392,0.065162056,0.068771368,0.282500412,0.005216816,0.065108382,0.020211897,0.108543765,0.282500412,W5,20,3,1,24
3,0,0.33217,0.28264,0.133584,0.133302,0.133874,0.199853,0.012112,0.113206,0.029885,0.134956,1.505582,0.220625645,0.187728068,0.088725822,0.088538519,0.088918438,0.132741358,0.00804473,0.075190856,0.019849467,0.089637097,0.220625645,W0,10,4,1,15
3,1,0.912996,2.215521,0.432746,0.438856,0.438073,0.961711,0.034084,0.393842,0.084468,0.427413,6.33971,0.144012266,0.349467247,0.068259589,0.069223356,0.069099848,0.151696371,0.005376271,0.062123031,0.013323638,0.067418383,0.349467247,W1,21,10,3,34
3,2,0.719772,3.604538,0.499196,0.475234,0.508147,4.589131,0.040733,0.494795,0.160591,0.902193,11.99433,0.060009354,0.300520162,0.041619332,0.039621555,0.042365601,0.382608366,0.003396021,0.041252408,0.01338891,0.075218291,0.382608366,W5,22,9,7,38
3,3,1.038305,2.654369,0.548303,0.584579,0.554752,2.893152,0.044145,0.554378,0.145101,0.631929,9.649013,0.107607379,0.275092281,0.056824776,0.060584331,0.057493134,0.299839165,0.004575079,0.057454374,0.015037911,0.065491569,0.299839165,W5,27,15,2,44
3,4,1.148609,1.991363,0.4334,0.421474,0.441238,3.219609,0.036458,0.443237,0.110048,0.50242,8.747856,0.131301773,0.227640121,0.049543568,0.048180263,0.050439559,0.368045496,0.00416765,0.050668072,0.012579997,0.057433501,0.368045496,W5,20,11,3,34
3,5,1.628843,2.499745,0.499514,0.491295,0.504912,4.759883,0.037519,0.441768,0.156887,0.843945,11.864311,0.137289304,0.210694494,0.042102234,0.041409484,0.042557212,0.401193377,0.003162341,0.037235032,0.01322344,0.071133081,0.401193377,W5,33,6,,39
3,6,0.858854,5.756821,0.581941,0.60379,0.56791,3.769506,0.054987,0.886297,0.181501,0.952595,14.214202,0.060422245,0.405004868,0.040940814,0.042477939,0.039953703,0.265192939,0.003868455,0.06235292,0.01276899,0.067017128,0.405004868,W1,27,8,5,40
3,7,2.028191,3.639202,0.498825,0.47061,0.518935,1.818434,0.04015,0.522526,0.165686,0.724398,10.426957,0.194514181,0.349018606,0.04783994,0.045133973,0.049768595,0.174397382,0.003850596,0.050112991,0.015890159,0.069473577,0.349018606,W1,29,12,8,49
3,8,1.582276,3.558588,0.48282,0.480689,0.493061,0.98847,0.039248,0.446207,0.12755,0.620313,8.819222,0.179412198,0.40350362,0.054746326,0.054504694,0.055907539,0.112081315,0.004450279,0.050594826,0.014462727,0.070336476,0.40350362,W1,26,9,1,36
3,9,0.645931,5.659356,0.50054,0.504564,0.496801,2.401511,0.040423,0.42864,0.102037,0.482712,11.262515,0.057352288,0.502494869,0.044443004,0.044800295,0.044111018,0.213230437,0.003589163,0.038058995,0.009059877,0.042860054,0.502494869,W1,24,12,2,38
3,10,0.708872,5.229165,0.417993,0.427163,0.409582,2.968314,0.032326,0.451991,0.121479,0.534444,11.301329,0.062724658,0.462703546,0.036986181,0.03779759,0.036241932,0.262651764,0.002860372,0.0399945,0.01074909,0.047290367,0.462703546,W1,29,4,2,35
3,11,0.799475,5.587077,0.549817,0.506923,0.561195,12.117255,0.053171,0.765735,0.12645,0.645546,21.712644,0.036820711,0.257319053,0.025322434,0.023346903,0.025846461,0.558073674,0.00244885,0.035266778,0.005823796,0.02973134,0.558073674,W5,27,7,4,38
3,12,1.994997,6.511579,0.665817,0.664578,0.674669,3.991654,0.049092,0.655293,0.167846,0.94538,16.320905,0.122235685,0.398971687,0.040795348,0.040719433,0.04133772,0.24457308,0.003007921,0.040150531,0.010284111,0.057924484,0.398971687,W1,37,8,4,49
3,13,2.481409,3.905709,0.53286,0.544738,0.539928,1.053016,0.04013,0.502315,0.184061,1.821721,11.605887,0.213806062,0.336528264,0.045912906,0.046936352,0.046521907,0.090731195,0.003457728,0.043281052,0.015859279,0.156965254,0.336528264,W1,23,10,3,36
3,14,0.862399,9.566362,0.567406,0.524594,0.566359,2.702797,0.050981,0.635799,0.122077,0.573517,16.172291,0.053325716,0.591527941,0.035085072,0.032437828,0.035020332,0.167125177,0.003152367,0.039314096,0.007548529,0.035462941,0.591527941,W1,30,6,5,41
3,15,1.183029,9.141784,0.499223,0.523937,0.522031,2.458811,0.038764,0.489743,0.107285,0.469888,15.434495,0.076648378,0.592295634,0.032344628,0.033945847,0.033822357,0.159306216,0.002511517,0.031730419,0.006950989,0.030444015,0.592295634,W1,31,8,,39
3,16,0.842717,8.70075,0.499218,0.494279,0.493489,1.031381,0.042146,0.545011,0.12117,0.541822,13.311983,0.063305144,0.653602848,0.0375014,0.037130381,0.037071036,0.077477638,0.00316602,0.040941383,0.009102325,0.040701825,0.653602848,W1,28,5,5,38
3,17,1.159086,8.200491,0.635686,0.610119,0.65101,2.136426,0.055852,0.70934,0.132069,0.607316,14.897395,0.077804609,0.550464762,0.04267095,0.040954744,0.043699586,0.143409368,0.003749112,0.047615036,0.008865241,0.04076659,0.550464762,W1,38,9,2,49
3,18,0.885559,3.60733,0.550486,0.534066,0.55967,2.204972,0.043022,0.536241,0.14035,0.640154,9.70185,0.091277334,0.371818777,0.056740312,0.055047852,0.057686936,0.227273355,0.004434412,0.055272036,0.014466313,0.065982673,0.371818777,W1,28,7,6,41
3,19,1.187964,2.076022,0.548518,0.559437,0.556648,1.672716,0.041704,0.567619,0.189465,0.923,8.323093,0.142731074,0.249429149,0.065903144,0.067215037,0.066879945,0.200972884,0.005010637,0.068198085,0.022763773,0.110896274,0.249429149,W1,27,7,4,38
3,20,1.17357,2.408542,0.45022,0.437172,0.452055,2.555651,0.037963,0.466109,0.148881,0.698236,8.828399,0.132931237,0.272817529,0.050996789,0.049518831,0.051204641,0.289480686,0.0043001,0.052796549,0.016863873,0.079089765,0.289480686,W5,22,13,5,40
3,21,0.642373,1.985909,0.500965,0.498955,0.506476,1.547066,0.040382,0.524535,0.165889,0.870539,7.283089,0.088200625,0.272673999,0.068784687,0.068508706,0.069541372,0.212418934,0.005544625,0.072020952,0.022777286,0.119528815,0.272673999,W1,27,10,4,41
3,22,0.895245,1.812877,0.464583,0.430347,0.481447,2.739105,0.036859,0.717816,0.1063,0.498705,8.183284,0.109399234,0.221534166,0.056772196,0.052588545,0.058832982,0.334719533,0.004504182,0.087717352,0.012989895,0.060941915,0.334719533,W5,26,8,,34
3,23,2.041681,3.199741,0.601225,0.595415,0.593498,2.710472,0.05643,0.831951,0.209171,1.122951,11.962535,0.170672938,0.267480179,0.050258996,0.049773313,0.049613063,0.226580069,0.004717228,0.06954638,0.017485508,0.093872327,0.267480179,W1,33,7,8,48
3,24,0.720964,1.802821,0.465935,0.464892,0.477647,2.49553,0.036534,0.535576,0.068258,0.344116,7.412273,0.09726625,0.243221074,0.062859935,0.062719223,0.064440017,0.336675403,0.004928852,0.072255299,0.009208781,0.046425165,0.336675403,W5,22,12,2,36
3,25,1.65416,1.923026,0.567647,0.576768,0.563807,2.15652,0.044424,0.55791,0.140548,0.668956,8.853766,0.186831231,0.217198647,0.064113621,0.065143804,0.063679908,0.243570928,0.005017526,0.063013863,0.015874375,0.075556097,0.243570928,W5,35,7,5,47
3,26,0.600799,1.206071,0.381929,0.383365,0.380749,2.913001,0.032706,0.376419,0.076014,0.371643,6.722696,0.089368759,0.179402876,0.05681188,0.057025485,0.056636355,0.433308452,0.004865012,0.055992269,0.011307071,0.055281839,0.433308452,W5,23,4,4,31
3,27,0.939478,3.133295,0.482513,0.47694,0.488245,5.592406,0.041463,0.574786,0.120637,0.613271,12.463034,0.075381163,0.251407081,0.038715533,0.03826837,0.039175453,0.448719469,0.003326879,0.046119268,0.009679585,0.049207199,0.448719469,W5,27,9,3,39
3,28,1.162036,1.975262,0.566854,0.581084,0.56163,4.829088,0.047532,0.633831,0.140947,0.742816,11.24108,0.103374053,0.175718169,0.050427005,0.051692898,0.049962281,0.429592886,0.004228419,0.056385241,0.012538564,0.066080483,0.429592886,W5,36,6,4,46
3,29,0.990502,2.406249,0.53465,0.527194,0.529584,1.26833,0.043318,0.566723,0.114004,0.591495,7.572049,0.1308103,0.317780432,0.070608365,0.069623691,0.069939326,0.167501557,0.005720777,0.074844075,0.015055898,0.07811558,0.317780432,W1,30,11,2,43
3,30,0.639111,2.149144,0.485223,0.470557,0.472609,2.059437,0.040847,0.536739,0.128993,0.611154,7.593814,0.084162056,0.283012463,0.06389714,0.061965832,0.062236052,0.271199295,0.005378983,0.070681083,0.016986589,0.080480507,0.283012463,W1,31,5,2,38
3,31,1.373599,1.52064,0.466165,0.499059,0.477336,0.756653,0.032658,0.360289,0.135788,0.781306,6.403493,0.214507769,0.237470393,0.072798549,0.077935433,0.074543066,0.11816254,0.005100029,0.056264448,0.021205302,0.12201247,0.237470393,W1,27,9,1,37
3,32,0.956683,2.04832,0.450229,0.47367,0.466702,5.083491,0.032064,0.401258,0.197987,1.23708,11.347484,0.08430794,0.180508737,0.039676549,0.041742293,0.041128236,0.447983976,0.002825648,0.035360966,0.017447656,0.109017999,0.447983976,W5,32,3,2,37
3,33,0.878166,2.243099,0.55076,0.519847,0.552278,7.979362,0.050916,0.729746,0.090625,0.439978,14.034777,0.062570713,0.159824342,0.039242519,0.037039919,0.039350679,0.568542129,0.003627845,0.051995554,0.006457174,0.031349127,0.568542129,W5,34,6,3,43
3,34,1.837218,1.639058,0.382367,0.397902,0.383648,1.622511,0.031586,0.455332,0.152766,0.886553,7.788941,0.235875198,0.210433999,0.049091013,0.051085507,0.049255476,0.208309576,0.004055237,0.058458781,0.019613193,0.11382202,0.235875198,W0,28,6,1,35
3,35,1.155668,2.521512,0.400083,0.401521,0.406754,10.362126,0.035569,0.497183,0.083619,0.42855,16.292585,0.070932145,0.154764391,0.02455614,0.024644401,0.02496559,0.636002574,0.00218314,0.030515906,0.005132335,0.026303377,0.636002574,W5,22,8,6,36
3,36,0.911029,2.675357,0.56739,0.554198,0.5784,9.385221,0.044418,0.569878,0.156745,0.888471,16.331107,0.05578489,0.163819697,0.034742899,0.033935115,0.035417072,0.5746837,0.00271984,0.034895246,0.009597941,0.054403599,0.5746837,W5,31,9,3,43
3,37,2.597464,2.71644,0.617187,0.614884,0.634474,6.789103,0.052144,0.706649,0.171877,0.852852,15.753074,0.164886168,0.172438725,0.039178829,0.039032636,0.040276203,0.430970044,0.003310084,0.044857848,0.010910696,0.054138767,0.430970044,W5,39,6,3,48
3,38,1.113764,3.778785,0.549092,0.569371,0.571575,1.517296,0.042898,0.608762,0.162264,0.869014,9.782821,0.11384896,0.386267417,0.056128186,0.058201106,0.058426399,0.155098003,0.004385034,0.062227654,0.016586627,0.088830614,0.386267417,W1,29,8,2,39
3,39,1.33051,2.296346,0.467193,0.503851,0.467385,0.847747,0.035668,0.426531,0.117715,0.577065,7.070011,0.188190655,0.324800909,0.066080944,0.071265943,0.066108101,0.119907451,0.005044971,0.060329609,0.016649903,0.081621514,0.324800909,W1,28,9,7,44
3,40,1.136539,1.492862,0.433001,0.414665,0.426421,0.898731,0.040274,0.436039,0.107978,0.454412,5.840922,0.194582122,0.255586704,0.074132303,0.070993073,0.073005769,0.153868002,0.006895144,0.074652426,0.018486465,0.077797991,0.255586704,W1,26,7,6,39
3,41,0.454519,1.462875,0.465171,0.473055,0.461657,0.712802,0.034425,0.374166,0.166662,0.920548,5.52588,0.082252781,0.26473159,0.084180438,0.085607179,0.083544521,0.128993391,0.006229777,0.067711568,0.030160264,0.166588489,0.26473159,W1,25,10,2,37
3,42,1.885978,2.854271,0.515782,0.499982,0.518291,1.71515,0.040639,0.483238,0.157389,1.049394,9.720114,0.194028383,0.293645836,0.053063369,0.051437874,0.053321494,0.176453692,0.004180918,0.049715261,0.016192094,0.107961079,0.293645836,W1,27,6,7,40
3,43,1.019472,3.595102,0.532909,0.535586,0.541186,2.02308,0.046724,0.556215,0.163579,0.862751,9.876604,0.103220905,0.364001837,0.053956704,0.054227749,0.054794745,0.204835589,0.004730776,0.056316422,0.016562272,0.087353001,0.364001837,W1,33,7,3,43
3,44,1.560739,2.363427,0.468666,0.462023,0.467706,1.221556,0.033864,0.365205,0.176417,1.035803,8.155406,0.191374776,0.289798816,0.057466912,0.05665236,0.057349199,0.149784818,0.004152338,0.044780726,0.021631909,0.127008146,0.289798816,W1,24,5,4,33
3,45,0.919933,5.192964,0.600684,0.6113,0.588731,1.497096,0.042163,0.451108,0.133354,0.581395,10.618728,0.086633069,0.489038235,0.056568357,0.0575681,0.055442705,0.140986378,0.003970626,0.042482301,0.012558378,0.05475185,0.489038235,W1,33,9,4,46
3,46,0.789885,1.951637,0.484041,0.483806,0.478211,1.872061,0.0387,0.515943,0.119463,0.634102,7.367849,0.107207002,0.264885586,0.065696379,0.065664484,0.064905103,0.254085148,0.005252551,0.070026272,0.016214095,0.086063382,0.264885586,W1,26,11,4,41
3,47,0.9345,1.250526,0.399628,0.414223,0.394342,2.294016,0.041336,0.609567,0.079403,0.383802,6.801343,0.137399334,0.183864569,0.058757219,0.060903119,0.05798002,0.33728868,0.006077623,0.089624505,0.011674606,0.056430326,0.33728868,W5,26,6,5,37
3,48,0.682994,1.196044,0.434365,0.4317,0.435956,2.38735,0.036563,0.516932,0.150848,0.729818,7.00257,0.097534762,0.17080072,0.062029369,0.061648795,0.062256572,0.340924832,0.005221369,0.073820326,0.021541805,0.10422145,0.340924832,W5,24,8,4,36
3,49,1.163283,2.864769,0.61633,0.621769,0.619165,3.190285,0.039018,0.470052,0.116224,0.582842,10.283737,0.113118704,0.27857276,0.059932493,0.060461387,0.060208171,0.310226234,0.003794146,0.045708287,0.011301728,0.05667609,0.310226234,W5,30,10,5,45
3,50,0.440458,1.59584,0.266149,0.274854,0.270099,0.336917,0.01967,0.200955,0.018116,0.066896,3.489954,0.126207394,0.457266772,0.076261464,0.078755766,0.077393284,0.096539095,0.005636177,0.057580988,0.005190899,0.019168161,0.457266772,W1,12,8,3,23
4,0,0.831283,0.573554,0.150875,0.142272,0.145754,0.324203,0.014776,0.182304,0.010487,0.067,2.442508,0.340339929,0.234821749,0.061770524,0.058248325,0.059673909,0.132733649,0.00604952,0.074638036,0.004293538,0.027430821,0.340339929,W0,9,2,1,12
4,1,0.620941,3.984116,0.449964,0.453158,0.455722,1.957546,0.027931,0.315688,0.120358,0.580104,8.965528,0.069258721,0.444381636,0.050188232,0.050544486,0.05083047,0.218341407,0.003115377,0.035211312,0.01342453,0.06470383,0.444381636,W1,23,8,2,33
4,2,1.974214,5.998473,0.617326,0.633507,0.619082,2.357211,0.059418,0.809096,0.146154,0.698059,13.91254,0.141901766,0.431155849,0.044371912,0.045534963,0.044498129,0.169430672,0.004270823,0.05815588,0.010505199,0.050174806,0.431155849,W1,33,9,3,45
4,3,0.900605,3.858961,0.499219,0.480682,0.512117,1.866399,0.042586,0.51939,0.132429,0.602891,9.415279,0.095653565,0.409861567,0.053022221,0.051053399,0.054392122,0.198230876,0.004523074,0.055164589,0.014065329,0.064033259,0.409861567,W1,30,5,3,38
4,4,1.039056,3.985145,0.565546,0.529534,0.569087,1.924256,0.051306,0.717765,0.143256,0.737262,10.262213,0.101250676,0.388331932,0.055109556,0.051600371,0.055454608,0.187508874,0.004999506,0.069942516,0.013959562,0.071842399,0.388331932,W1,35,8,2,45
4,5,1.242695,1.953083,0.44813,0.471972,0.454074,0.891392,0.034563,0.384334,0.101985,0.47211,6.454338,0.1925364,0.30260005,0.069430823,0.073124773,0.070351754,0.138107425,0.005355003,0.059546618,0.015801001,0.073146154,0.30260005,W1,33,2,1,36
4,6,4.065112,2.895271,0.480953,0.499443,0.481355,2.151051,0.035335,0.366437,0.17253,1.286104,12.433591,0.326945932,0.232858794,0.038681745,0.040168846,0.038714077,0.173003198,0.002841898,0.029471534,0.01387612,0.103437856,0.326945932,W0,36,3,3,42
4,7,0.984867,2.650319,0.532831,0.51615,0.538044,1.461858,0.04563,0.569975,0.124013,0.541079,7.964766,0.123652974,0.332755413,0.066898513,0.064804164,0.06755302,0.183540609,0.005728982,0.071562052,0.0155702,0.067934074,0.332755413,W1,31,7,3,41
4,8,0.671665,1.559261,0.482747,0.480099,0.484929,1.254726,0.042346,0.628077,0.165812,0.77369,6.543352,0.102648459,0.238296977,0.073776713,0.073372027,0.074110181,0.191755846,0.006471607,0.095987042,0.025340529,0.11824062,0.238296977,W1,30,6,4,40
4,9,1.030843,1.99945,0.500367,0.496125,0.518521,2.567765,0.042374,0.608567,0.155764,0.941778,8.861554,0.116327565,0.225631983,0.056464927,0.05598623,0.058513552,0.289764639,0.00478178,0.068674975,0.017577504,0.106276845,0.289764639,W5,28,7,4,39
4,10,0.918863,1.653304,0.465769,0.494026,0.466681,3.923784,0.039534,0.410338,0.13613,0.653511,9.16194,0.100291314,0.180453485,0.050837377,0.053921549,0.050936919,0.428269995,0.004315025,0.044787239,0.014858207,0.071328889,0.428269995,W5,36,,2,38
4,11,1.123461,2.081252,0.497282,0.504969,0.499242,2.338014,0.040152,0.631761,0.115249,0.591428,8.42281,0.133383158,0.247097109,0.059039917,0.059952557,0.059272618,0.277581235,0.004767055,0.075005966,0.013682963,0.070217422,0.277581235,W5,32,8,1,41
4,12,1.839347,2.345168,0.532352,0.547185,0.552447,1.830325,0.045344,0.528795,0.155496,0.770351,9.14681,0.201091637,0.256391901,0.058200837,0.059822495,0.060397778,0.200105283,0.004957357,0.057811958,0.017000025,0.084220728,0.256391901,W1,27,7,6,40
4,13,1.213963,2.834636,0.53441,0.523532,0.531151,1.698116,0.049098,0.647349,0.123552,0.459275,8.615082,0.140911369,0.329031807,0.062031911,0.060769242,0.061653621,0.197109673,0.005699075,0.075141363,0.014341361,0.053310578,0.329031807,W1,25,12,3,40
4,14,0.757016,3.254853,0.552004,0.572153,0.546001,2.003848,0.048943,0.585984,0.177317,1.193655,9.691774,0.078109126,0.335836659,0.05695593,0.059034909,0.056336539,0.206757607,0.005049953,0.060461996,0.018295619,0.123161663,0.335836659,W1,22,9,9,40
4,15,0.915075,4.137222,0.500671,0.509418,0.502042,1.715756,0.035826,0.458567,0.132793,0.68889,9.59626,0.095357462,0.431128586,0.052173555,0.053085056,0.052316423,0.178794239,0.003733329,0.047786012,0.013837995,0.071787342,0.431128586,W1,24,12,5,41
4,16,1.010876,1.982071,0.466943,0.4673,0.472403,0.847491,0.039475,0.480337,0.124058,0.504396,6.39535,0.158064219,0.309923773,0.073012892,0.073068714,0.073866637,0.13251675,0.006172453,0.075107226,0.019398156,0.078869178,0.309923773,W1,30,7,6,43
4,17,2.891175,1.254785,0.399703,0.398541,0.404287,2.48472,0.035082,0.432554,0.191453,0.979405,9.471705,0.305243354,0.132477204,0.042199688,0.042077007,0.042683656,0.262330805,0.003703874,0.045668019,0.020213151,0.103403242,0.305243354,W0,27,5,5,37
4,18,1.140718,2.876729,0.584471,0.567953,0.581277,1.14101,0.042281,0.513535,0.171849,1.017865,8.637688,0.132062885,0.333043865,0.067665213,0.065752896,0.067295438,0.132096691,0.004894944,0.05945283,0.019895254,0.117839982,0.333043865,W1,28,8,6,42
4,19,1.058312,5.096682,0.517672,0.52731,0.506567,1.107925,0.043087,0.513947,0.109708,0.627963,10.109173,0.104688287,0.504164089,0.051208145,0.052161537,0.050109638,0.109596008,0.004262169,0.050839668,0.010852322,0.062118138,0.504164089,W1,24,12,2,38
4,20,0.971101,5.991433,0.533926,0.559078,0.542862,3.215285,0.041944,0.745846,0.137648,0.660653,13.399776,0.072471435,0.44712934,0.03984589,0.041722936,0.040512767,0.239950653,0.003130202,0.05566108,0.010272411,0.049303287,0.44712934,W1,26,6,5,37
4,21,0.726074,6.841252,0.517509,0.498505,0.527673,1.857304,0.04366,0.618035,0.195424,0.902481,12.727917,0.057045784,0.537499734,0.040659363,0.039166267,0.041457923,0.145923642,0.003430255,0.048557435,0.015353966,0.070905632,0.537499734,W1,30,9,4,43
4,22,0.739997,2.443696,0.499897,0.492734,0.49424,2.646575,0.038686,0.567676,0.188601,0.831704,8.943806,0.08273849,0.273227751,0.055893095,0.055092206,0.05526059,0.295911495,0.004325452,0.063471413,0.021087331,0.092992178,0.295911495,W5,30,7,5,42
4,23,1.269675,2.181241,0.435522,0.457533,0.43456,0.936409,0.041449,0.461934,0.140969,0.746497,7.105789,0.178681776,0.306966756,0.061291153,0.064388768,0.06115577,0.131781144,0.005833131,0.065008122,0.019838613,0.105054766,0.306966756,W1,27,6,3,36
4,24,1.04494,2.600702,0.601343,0.626703,0.608283,1.606022,0.047956,0.565124,0.166322,1.052055,8.91945,0.117152963,0.291576499,0.067419292,0.070262516,0.068197366,0.180058412,0.005376565,0.063358615,0.018647114,0.117950658,0.291576499,W1,33,9,3,45
4,25,0.568205,1.442333,0.482888,0.450543,0.475351,0.557908,0.037651,0.423295,0.119478,0.537618,5.09527,0.111516171,0.283072928,0.094771818,0.088423773,0.093292603,0.109495277,0.007389402,0.083076069,0.023448806,0.105513152,0.283072928,W1,29,3,7,39
4,26,0.933612,2.170855,0.433043,0.458041,0.430484,2.881757,0.041035,0.490228,0.095715,0.399242,8.334012,0.112024317,0.260481386,0.051960928,0.054960444,0.051653873,0.345782679,0.004923799,0.058822569,0.011484865,0.047905139,0.345782679,W5,22,11,6,39
4,27,1.038378,1.962141,0.549336,0.571488,0.543947,1.948198,0.044483,0.687151,0.139658,0.620735,8.105515,0.128107591,0.24207481,0.067773115,0.070506069,0.067108259,0.240354623,0.005487992,0.084775736,0.017229997,0.076581809,0.24207481,W1,33,10,1,44
4,28,0.746103,1.955577,0.500387,0.491008,0.509915,2.071289,0.047744,0.502394,0.190432,1.007574,8.022423,0.093002201,0.243763885,0.06237355,0.061204452,0.063561221,0.258187458,0.005951319,0.062623724,0.023737467,0.125594724,0.258187458,W5,30,7,3,40
4,29,0.714351,1.399946,0.467224,0.459876,0.475176,2.366096,0.04718,0.630981,0.133255,0.63312,7.327205,0.097492973,0.191061394,0.063765651,0.062762813,0.064850922,0.322919312,0.006439017,0.086114828,0.018186334,0.086406754,0.322919312,W5,26,9,6,41
4,30,0.842529,1.417808,0.39874,0.402981,0.393981,0.748104,0.029404,0.331422,0.107308,0.487394,5.159671,0.163291225,0.274786513,0.077280121,0.078102073,0.076357776,0.14499064,0.005698813,0.064233165,0.02079745,0.094462224,0.274786513,W1,30,6,1,37
4,31,1.05157,2.567464,0.464259,0.476759,0.458375,2.392886,0.041744,0.521017,0.11793,0.558937,8.650941,0.121555563,0.296784361,0.053665723,0.055110652,0.052985565,0.276604129,0.004825371,0.060226627,0.013632043,0.064609966,0.296784361,W1,18,13,5,36
4,32,1.092734,2.688694,0.465907,0.485288,0.460351,1.85863,0.035565,0.415286,0.104789,0.545799,8.153043,0.134027749,0.329777974,0.057145167,0.059522316,0.056463703,0.227967643,0.004362175,0.050936319,0.012852747,0.066944207,0.329777974,W1,26,8,5,39
4,33,1.027611,2.016855,0.466069,0.46022,0.472786,4.122298,0.041442,0.551825,0.207029,1.171171,10.537306,0.097521226,0.191401389,0.044230375,0.0436753,0.044867825,0.39120986,0.003932884,0.052368698,0.019647242,0.111145202,0.39120986,W5,27,6,2,35
4,34,1.460887,3.239819,0.634042,0.669756,0.621034,3.389022,0.053442,0.834526,0.18298,1.131611,12.217119,0.119577046,0.265186825,0.051897833,0.054821108,0.050833097,0.277399443,0.004374354,0.068307921,0.014977344,0.092625029,0.277399443,W5,32,14,4,50
4,35,0.634973,2.473607,0.435407,0.443123,0.433519,1.261436,0.039841,0.49157,0.113022,0.551873,6.878371,0.092314445,0.35962105,0.063300889,0.064422666,0.063026406,0.183391678,0.005792214,0.071466049,0.016431507,0.080233096,0.35962105,W1,20,8,6,34
4,36,0.590169,2.092339,0.467498,0.489715,0.485019,7.878777,0.042928,0.562126,0.15807,0.737481,13.504122,0.043702878,0.154940765,0.034618911,0.036264113,0.035916367,0.583434969,0.003178881,0.041626253,0.011705315,0.054611547,0.583434969,W5,23,11,9,43
4,37,1.007148,1.860751,0.48423,0.453578,0.502111,2.155248,0.043379,0.568197,0.164745,0.786768,8.026155,0.125483248,0.231835916,0.060331504,0.056512489,0.062559345,0.268528081,0.005404705,0.070793176,0.020526018,0.098025518,0.268528081,W5,18,8,12,38
4,38,0.853932,2.706089,0.565893,0.5858,0.554693,5.273466,0.050302,0.849478,0.163311,0.836103,12.439067,0.0686492,0.217547586,0.045493203,0.047093564,0.044592814,0.423943854,0.004043872,0.068291135,0.013128879,0.067215893,0.423943854,W5,31,7,3,41
4,39,0.828032,2.890332,0.482997,0.46508,0.487718,4.249225,0.041279,0.553543,0.140663,0.644579,10.783448,0.076787313,0.26803412,0.04479059,0.043129062,0.045228391,0.394050678,0.003827996,0.051332654,0.013044344,0.059774851,0.394050678,W5,25,7,3,35
4,40,1.850211,3.869842,0.616769,0.621669,0.626729,4.851836,0.055545,0.859251,0.147266,0.726995,14.226113,0.130057381,0.272023848,0.04335471,0.043699147,0.044054831,0.341051417,0.00390444,0.060399562,0.010351809,0.051102856,0.341051417,W5,31,8,8,47
4,41,1.177798,1.900568,0.448756,0.436983,0.448057,0.876758,0.039481,0.414774,0.116198,0.676074,6.535447,0.1802169,0.290809183,0.068664928,0.066863521,0.068557973,0.134154251,0.006041056,0.063465284,0.017779656,0.103447247,0.290809183,W1,24,12,2,38
4,42,2.587173,2.030458,0.483073,0.512892,0.497555,1.764139,0.037214,0.441566,0.150984,0.944978,9.450032,0.273773994,0.214862553,0.051118663,0.054274102,0.052651144,0.186680744,0.003937976,0.046726403,0.015977089,0.099997333,0.273773994,W0,28,4,5,37
4,43,1.203201,3.126523,0.434052,0.425571,0.409206,5.912414,0.042118,0.534583,0.146821,1.012888,13.247377,0.090825603,0.236010721,0.032765128,0.032124926,0.030889587,0.446308277,0.003179346,0.040353875,0.011083024,0.076459513,0.446308277,W5,22,10,3,35
4,44,2.015717,4.240249,0.701166,0.684935,0.695876,9.528677,0.055426,1.165921,0.182606,0.928002,20.198575,0.09979501,0.209928126,0.034713637,0.033910065,0.034451737,0.471749963,0.002744055,0.057722933,0.009040539,0.045943934,0.471749963,W5,39,9,6,54
4,45,1.361998,1.757965,0.484876,0.518473,0.471852,2.259388,0.042676,0.486899,0.095771,0.457988,7.937886,0.171581955,0.221465136,0.06108377,0.065316257,0.059443031,0.284633465,0.005376242,0.061338623,0.012065051,0.05769647,0.284633465,W5,22,13,2,37
4,46,1.164938,3.065342,0.517247,0.499278,0.512821,2.435808,0.048893,0.525218,0.18938,0.92406,9.882985,0.117873092,0.310163579,0.052337123,0.050518947,0.051889282,0.246464808,0.00494719,0.053143661,0.019162227,0.093500091,0.310163579,W1,21,8,9,38
4,47,1.681973,2.411874,0.49879,0.495053,0.503094,4.506037,0.046321,0.599414,0.133985,0.6187,11.495241,0.146319072,0.209815001,0.043391,0.043065909,0.043765416,0.391991521,0.004029581,0.052144535,0.011655693,0.053822273,0.391991521,W5,30,5,5,40
